Vbattery, sensor current, sma current, sma Vbattery, error, sma error, timestamp, time, electronic load voltage, electronic load current
3.551064473954601,-0.26304729377946123,-2.8279419563753114,3.5689189364200424,0.0006803912930112546,0.0007142517151319534,2022-07-06-15-02-38,12132.076662778854,3.420365,2.599934
3.551064473954601,-0.2643615932736518,-2.8283533808979007,3.568565464844759,0.0006720938370455674,0.0007129609978144658,2022-07-06-15-02-39,12133.183156251907,3.420039,2.599926
3.551885921873707,-0.261568706850178,-2.828079097882823,3.568226928687937,0.000673753326039358,0.0007117540931944894,2022-07-06-15-02-40,12134.296954154968,3.419684,2.599902
3.5513930531216227,-0.2641973058368009,-2.8287648054197416,3.567888392532401,0.0006737533247538901,0.0007106310012813834,2022-07-06-15-02-41,12135.390758752823,3.419343,2.59995
3.5499144468765427,-0.26173299428667735,-2.8286864388440467,3.5675382399425906,0.0006853697590289079,0.0007096084845553978,2022-07-06-15-02-43,12136.498658418655,3.418988,2.599942
3.551064473954601,-0.2623901440328938,-2.8288627636393007,3.567219617681786,0.0006770723002863622,0.0007083345297543066,2022-07-06-15-02-44,12137.592221736908,3.418677,2.59987
3.5509001843714008,-0.261568706850178,-2.8288431719953846,3.566882741018701,0.000662136879484816,0.0007068426619951453,2022-07-06-15-02-45,12138.69898891449,3.418337,2.599886
3.549092998969849,-0.26584018020630373,-2.8292545965184708,3.566535907413418,0.0006720938216834496,0.0007053843192660504,2022-07-06-15-02-46,12139.807684659958,3.417996,2.599934
3.54975015729479,-0.2641973058368009,-2.829470104601846,3.566195711771013,0.0006787317845616421,0.0007040433142903882,2022-07-06-15-02-47,12140.915129899979,3.417626,2.599926
3.5494215781319056,-0.2610758445408113,-2.8295288795335582,3.5658604946029078,0.0006737533102608145,0.0007026017340933677,2022-07-06-15-02-48,12142.026522636414,3.417286,2.59991
3.548600130228314,-0.2641973058368009,-2.829940304056093,3.565521958454653,0.000677072290411294,0.00070126072912482,2022-07-06-15-02-49,12143.134106874466,3.416945,2.599886
3.5494215781319056,-0.2591043953053092,-2.829274188162775,3.565196698233372,0.0006803912705807572,0.0007001041120906046,2022-07-06-15-02-50,12144.247866392136,3.416634,2.599894
3.5479429719091624,-0.2637044435263804,-2.8295484711778163,3.564856502595699,0.0006953266869721027,0.0006992156956357361,2022-07-06-15-02-51,12145.347213983536,3.416309,2.599918
3.5472858135933176,-0.26469016814741975,-2.829646429397612,3.56451132848637,0.000700305158628572,0.0006983775667776797,2022-07-06-15-02-53,12146.453781366348,3.415938,2.599886
3.5481072614886404,-0.2618972817231986,-2.8293329630945396,3.5641761113216575,0.0007069431209889475,0.0006976735382124472,2022-07-06-15-02-54,12147.566736221313,3.415612,2.599894
3.546135786548547,-0.2627187189061336,-2.829411329670255,3.5638259587420316,0.0007218785359021713,0.0006970700848143125,2022-07-06-15-02-55,12148.677653551102,3.415287,2.599934
3.5467929448586046,-0.2635401560896176,-2.8296856126852603,3.563489082089598,0.0007218785341654729,0.0006965504441194828,2022-07-06-15-02-56,12149.787788152695,3.414931,2.600062
3.545971496971549,-0.2591043953053092,-2.82968561268526,3.563142248492647,0.0007285164964571,0.0006961649037159644,2022-07-06-15-02-57,12150.897108793259,3.414591,2.600006
3.5466286552807804,-0.2587758204330304,-2.8294309213147093,3.5628037123495284,0.0007334949680636338,0.0006958128883679365,2022-07-06-15-02-58,12151.989006757736,3.414235,2.599926
3.5454786282417947,-0.2618972817231986,-2.8292937798071986,3.5624568787538915,0.0007417924205812285,0.0006956117358429896,2022-07-06-15-02-59,12153.100741386414,3.41391,2.600054
3.5446571803630027,-0.26452588071052474,-2.8294113296709296,3.5621000882138247,0.0007484303827935967,0.0006955279210673936,2022-07-06-15-03-00,12154.208733797073,3.413525,2.59995
3.5449857595139,-0.26173299428667735,-2.8293525547391623,3.5617565736017016,0.0007417924174948264,0.0006953602936219822,2022-07-06-15-03-01,12155.305619239807,3.413244,2.599966
3.5441643116382053,-0.2579543832527132,-2.8288431719979585,3.5614113995006598,0.0007434519064128392,0.0006952597163299296,2022-07-06-15-03-02,12156.41492652893,3.412903,2.599982
3.5449857595139,-0.25894010786915894,-2.8283729725442286,3.561077841835082,0.0007484303775293991,0.0006951759015524557,2022-07-06-15-03-04,12157.533765077591,3.412533,2.599958
3.5435071533413662,-0.2637044435263804,-2.8282358310365154,3.5607359867179413,0.0007567278290923007,0.0006951926619747311,2022-07-06-15-03-05,12158.657744646072,3.412192,2.600142
3.544000022063686,-0.2648544555843369,-2.8289019469299217,3.560402429054891,0.0007583873188869142,0.0006952429474693335,2022-07-06-15-03-06,12159.783005475998,3.411837,2.599926
3.542849995047831,-0.2633758686528768,-2.8289607218617436,3.5600638929216077,0.000763365789119759,0.0006952932329383898,2022-07-06-15-03-07,12160.909800767899,3.411466,2.599982
3.5426857054749634,-0.2623901440328938,-2.829137046656998,3.559722037806625,0.0007633657886902574,0.0006955111438113481,2022-07-06-15-03-08,12162.047898769379,3.411141,2.599934
3.542357126329847,-0.2623901440328938,-2.8291370466569985,3.5593785232014423,0.0007650252788895304,0.0006957961048364665,2022-07-06-15-03-09,12163.161981344223,3.410815,2.600046
3.542849995047831,-0.26288300634278644,-2.829039088437282,3.559030030121741,0.0007600468043696099,0.0006960475408056205,2022-07-06-15-03-10,12164.29535150528,3.41046,2.59999
3.54120709932844,-0.2637044435263804,-2.8292545965205718,3.558668261117931,0.0007733227284780741,0.0006965168897278927,2022-07-06-15-03-12,12165.422866821289,3.410134,2.599966
3.5410428097576356,-0.2620615691597417,-2.829156638300921,3.5583230870251703,0.0007567278174287641,0.0006966509879306105,2022-07-06-15-03-13,12166.54975271225,3.409764,2.59995
