Vcell, sensor current, smooth current, smooth voltage, timestamp, time, electronic load voltage, electronic load current, temperature
3.9082292639175105,-0.0320503267013208,-0.09868257709888005,3.908791835005043,2022-02-09-15-20-39,13805.894683361053,3.836412,1.300086,19.47
3.9059291945963213,-0.030571748781903114,-0.09831033813245582,3.908718816930148,2022-02-09-15-20-39,13806.28331398964,3.836337,1.30007,19.47
3.9075721012472315,-0.03090032165287676,-0.09817319746064782,3.908669031878868,2022-02-09-15-20-40,13806.674357652664,3.836278,1.300046,19.47
3.9082292639175105,-0.03287175887881745,-0.09934868893331898,3.908630863339471,2022-02-09-15-20-40,13807.079187393188,3.836219,1.300102,19.47
3.9065863572524364,-0.026464587895064617,-0.09932909740877333,3.9085661427730347,2022-02-09-15-20-40,13807.488460063934,3.83616,1.300126,19.47
3.90773639191427,-0.030407462346417953,-0.09856502795148224,3.9084898056940576,2022-02-09-15-20-41,13807.895164489746,3.836101,1.300118,19.47
3.90773639191427,-0.030407462346417953,-0.09942705503138151,3.908441680144386,2022-02-09-15-20-41,13808.241513252258,3.836056,1.300126,19.47
3.9069149385826183,-0.03188604026582521,-0.09970133637500261,3.9083802785819644,2022-02-09-15-20-42,13808.645760297775,3.835997,1.300062,19.47
3.9060934852598193,-0.03352890462083818,-0.10042622278314912,3.9083304935312393,2022-02-09-15-20-42,13809.036379098892,3.835938,1.300158,19.47
3.907079229248241,-0.03303604531432063,-0.10046540583224786,3.90826909196797,2022-02-09-15-20-42,13809.473290205002,3.835893,1.300094,19.47
3.9057649039331777,-0.03254318600781497,-0.10062213802860785,3.90819275488978,2022-02-09-15-20-43,13809.877090930939,3.835819,1.300134,19.47
3.9075721012472315,-0.028764597991623363,-0.10017153296409737,3.908147948343541,2022-02-09-15-20-43,13810.27936244011,3.83576,1.300158,19.47
3.9072435199142164,-0.030243175910933867,-0.09897644996682617,3.908089865783725,2022-02-09-15-20-44,13810.704471349716,3.835701,1.30015,19.47
3.9064220665878766,-0.027614592943323635,-0.09842788727960144,3.9080334427262367,2022-02-09-15-20-44,13811.109971523285,3.835642,1.300126,19.47
3.9057649039331777,-0.032378899572315656,-0.09852584490230333,3.9079571056484044,2022-02-09-15-20-45,13811.514941215515,3.835597,1.300158,19.47
3.907079229248241,-0.0322146131368176,-0.09872176014774321,3.9079122991026733,2022-02-09-15-20-45,13811.96771144867,3.835523,1.30015,19.47
3.9052720319458696,-0.03172175383033085,-0.09899604149128073,3.9078326430220067,2022-02-09-15-20-45,13812.420715332031,3.835464,1.30011,19.47
3.9054363226079514,-0.029421743733529154,-0.09850625337766981,3.907759624948289,2022-02-09-15-20-46,13812.869573116302,3.835375,1.300134,19.47
3.9057649039331777,-0.02827173868520389,-0.0982907466077031,3.907681628369028,2022-02-09-15-20-46,13813.308159589767,3.835316,1.300166,19.47
3.9059291945963213,-0.028764597991623363,-0.09780095849411634,3.9076119292978015,2022-02-09-15-20-47,13813.712349891663,3.835256,1.30015,19.47
3.905600613270387,-0.0320503267013208,-0.09860421100040014,3.9075687822539575,2022-02-09-15-20-47,13814.105273485184,3.835212,1.30015,19.47
3.905600613270387,-0.030407462346417953,-0.09856502795129286,3.9075024021867355,2022-02-09-15-20-48,13814.523248434067,3.835123,1.300158,19.47
3.9060934852598193,-0.029421743733529154,-0.09762463477318165,3.9074376816210257,2022-02-09-15-20-48,13814.929147005081,3.835064,1.300142,19.47
3.905600613270387,-0.029093170862574333,-0.09758545172410234,3.9073995130823014,2022-02-09-15-20-48,13815.332308292389,3.835035,1.300134,19.47
3.9051077412841413,-0.03385747749185666,-0.09803605678865593,3.9072916454728075,2022-02-09-15-20-49,13815.720296382904,3.834975,1.300166,19.47
3.9047791599617474,-0.030243175910933867,-0.09887849234410342,3.907221946402093,2022-02-09-15-20-49,13816.107479095459,3.834931,1.30015,19.47
3.904450578640769,-0.02728602007238856,-0.09829074660779964,3.907157225837219,2022-02-09-15-20-50,13816.5176384449,3.834857,1.30019,19.47
3.9057649039331777,-0.029586030169008043,-0.09821238050959519,3.9071057812852965,2022-02-09-15-20-50,13816.922016859055,3.834827,1.300166,19.47
3.9062577759236707,-0.029421743733529154,-0.09809483136233688,3.907059315238253,2022-02-09-15-20-50,13817.37325167656,3.834709,1.300158,19.47
3.9069149385826183,-0.02975031660448795,-0.09785973306774137,3.9070111896892867,2022-02-09-15-20-51,13817.796190977097,3.834665,1.30011,19.47
3.904943450622768,-0.029586030169008043,-0.09742871952776395,3.9069381716158813,2022-02-09-15-20-51,13818.23380112648,3.834605,1.300086,19.47
3.9047791599617474,-0.02991460303996888,-0.09764422629775162,3.9068319635089015,2022-02-09-15-20-52,13818.668832540512,3.834546,1.300094,19.47
3.9062577759236707,-0.027121733636922232,-0.0962728195796514,3.906775540451859,2022-02-09-15-20-52,13819.089259624481,3.834471,1.300062,19.47
3.9051077412841413,-0.02794316581426204,-0.09578303146605428,3.9067191173951685,2022-02-09-15-20-53,13819.524744033813,3.834428,1.300102,19.47
3.9039577066619544,-0.02794316581426204,-0.09535201792610497,3.906649418325473,2022-02-09-15-20-53,13819.929161787033,3.834383,1.300062,19.47
3.905600613270387,-0.03533605541151056,-0.0960964958588272,3.9065963142720674,2022-02-09-15-20-53,13820.319887161255,3.834324,1.300142,19.47
3.90428628798081,-0.03254318600781497,-0.09615527043246468,3.9065382317141903,2022-02-09-15-20-54,13820.772728681564,3.83425,1.300102,19.47
3.9039577066619544,-0.030243175910933867,-0.09531283487699031,3.9064801491565135,2022-02-09-15-20-54,13821.195408344269,3.834191,1.300142,19.47
3.9047791599617474,-0.029093170862574333,-0.09435285017425153,3.906398833574685,2022-02-09-15-20-55,13821.601378679276,3.834131,1.30007,19.47
3.9052720319458696,-0.028107452249732524,-0.09411775187972544,3.906330794006505,2022-02-09-15-20-55,13822.00639796257,3.834087,1.30011,19.47
3.90428628798081,-0.02843602512067614,-0.09360837224158616,3.9062760304525566,2022-02-09-15-20-55,13822.414256572723,3.834013,1.300094,19.47
3.9054363226079514,-0.03550034184703509,-0.09396101968343569,3.9062063313828923,2022-02-09-15-20-56,13822.821139335632,3.833969,1.300094,19.47
3.9059291945963213,-0.03369319105634672,-0.09429407560071898,3.9061548868309988,2022-02-09-15-20-56,13823.258783817291,3.83388,1.300054,19.47
